,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
5831,grand-view,duong-nguyen-duc-canh,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,118.0,-1,6100000000.0,bds,51694915.25423729
5838,feliz-en-vista,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,58.0,1,4400000000.0,bds,75862068.96551724
5840,vcn-phuoc-long,nan,phuong-phuoc-hai,thanh-pho-nha-trang,tinh-khanh-hoa,358193,336201,336200,34.29,1,799000000.0,bds,23301254.009915426
5841,xi-grand-court,pho-ly-thuong-kiet,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,70.0,2,5400000000.0,bds,77142857.14285715
5845,khu-can-ho-contrexim-copac-square,duong-ton-dan,phuong-13,quan-4,thanh-pho-ho-chi-minh,195620,181665,180175,78.0,2,3200000000.0,bds,41025641.025641024
5848,moonlight-boulevard,duong-kinh-duong-vuong,phuong-an-lac-a,quan-binh-tan,thanh-pho-ho-chi-minh,195688,184894,180175,40.0,1,1400000000.0,bds,35000000.0
5849,melody-residences,duong-au-co,phuong-tan-son-nhi,quan-tan-phu,thanh-pho-ho-chi-minh,195543,184080,180175,70.0,2,2600000000.0,bds,37142857.14285714
5852,screc-tower,duong-truong-sa,phuong-12,quan-3,thanh-pho-ho-chi-minh,195577,181555,180175,52.0,1,2600000000.0,bds,50000000.0
5923,one-verandah-mapletree,duong-bat-nan,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,80.0,2,6100000000.0,bds,76250000.0
5956,carillon-5,duong-luy-ban-bich,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,54.0,1,2200000000.0,bds,40740740.74074074
5966,hoang-huy-commerce,duong-vo-nguyen-giap,phuong-kenh-duong,quan-le-chan,thanh-pho-hai-phong,195799,153030,152792,48.7,2,1600000000.0,bds,32854209.445585214
5970,riviera-point,duong-nguyen-van-tuong,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,99.0,2,4800000000.0,bds,48484848.484848484
5993,sun-grand-city,duong-thuy-khue,phuong-thuy-khue,quan-tay-ho,thanh-pho-ha-noi,195276,150889,148873,180.0,3,20000000000.0,bds,111111111.1111111
6002,mipec-towers,duong-tay-son,phuong-trung-liet,quan-dong-da,thanh-pho-ha-noi,195312,149387,148873,125.1,3,5000000000.0,bds,39968025.57953637
6052,the-sun-avenue,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,89.0,3,4800000000.0,bds,53932584.269662924
6091,zeit-river-thu-thiem,nan,phuong-thu-thiem,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772623,772629,180175,100.0,3,11600000000.0,bds,116000000.0
6133,icon-56,duong-ben-van-don,phuong-13,quan-4,thanh-pho-ho-chi-minh,195620,181665,180175,112.0,3,7100000000.0,bds,63392857.14285714
6160,carillon-2,duong-trinh-dinh-thao,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,70.0,2,2530000000.0,bds,36142857.14285714
6193,iris-garden,duong-tran-huu-duc,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,105.0,3,5050000000.0,bds,48095238.0952381
6233,toa-nha-282-linh-nam,duong-linh-nam,phuong-linh-nam,quan-hoang-mai,thanh-pho-ha-noi,195349,150379,148873,112.0,3,2800000000.0,bds,25000000.0
6235,hung-vuong-plaza,duong-hong-bang,phuong-12,quan-5,thanh-pho-ho-chi-minh,195637,181849,180175,133.0,3,7000000000.0,bds,52631578.94736842
6248,vinhomes-skylake,duong-pham-hung,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,96.0,3,5800000000.0,bds,60416666.666666664
6284,king-palace,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,95.0,3,5200000000.0,bds,54736842.10526316
6292,vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,47.0,1,1880000000.0,bds,40000000.0
6294,chung-cu-b4-b14-kim-lien,duong-pham-ngoc-thach,phuong-kim-lien,quan-dong-da,thanh-pho-ha-noi,195316,149387,148873,62.0,2,3400000000.0,bds,54838709.67741936
6295,feliz-en-vista,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,103.0,2,7500000000.0,bds,72815533.98058252
6317,saigon-royal-residence,duong-ben-van-don,phuong-12,quan-4,thanh-pho-ho-chi-minh,195619,181665,180175,60.0,2,4000000000.0,bds,66666666.666666664
6323,feliz-en-vista,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,85.0,2,5700000000.0,bds,67058823.52941176
6324,hado-centrosa-garden,duong-3-2-2,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,90.0,2,6000000000.0,bds,66666666.666666664
6325,royal-city,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,109.0,2,6000000000.0,bds,55045871.559633024
6334,masteri-west-heights,duong-70-2,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,69.0,2,3800000000.0,bds,55072463.768115945
6361,hong-ha-eco-city,nan,xa-tu-hiep,huyen-thanh-tri,thanh-pho-ha-noi,195384,152474,148873,126.0,4,3280000000.0,bds,26031746.031746034
6404,khu-do-thi-trung-hoa-nhan-chinh,pho-hoang-dao-thuy,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,156.0,3,6300000000.0,bds,40384615.384615384
6470,chung-cu-mt-eastmark-city,duong-vanh-dai-3,phuong-long-truong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772605,772629,180175,63.0,2,2450000000.0,bds,38888888.88888889
6474,can-ho-riva-park,duong-nguyen-tat-thanh,phuong-18,quan-4,thanh-pho-ho-chi-minh,195626,181665,180175,80.0,2,3800000000.0,bds,47500000.0
6491,the-garden-hills-99-tran-binh,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,64.4,2,2800000000.0,bds,43478260.86956521
6537,ehome-s,nan,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,40.0,1,990000000.0,bds,24750000.0
6542,can-ho-hoang-quoc-viet,duong-hoang-quoc-viet,phuong-phu-my,quan-7,thanh-pho-ho-chi-minh,195698,182215,180175,60.0,2,2100000000.0,bds,35000000.0
6547,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,109.0,3,6000000000.0,bds,55045871.559633024
6575,riverside-garden,pho-vu-tong-phan,phuong-khuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195361,150965,148873,126.0,3,5000000000.0,bds,39682539.68253968
6578,thang-long-number-one,nan,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,117.0,3,4900000000.0,bds,41880341.88034188
6634,tay-ho-residence,duong-vo-chi-cong,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,107.0,3,6190000000.0,bds,57850467.28971963
6649,tanibuilding-son-ky-1,duong-dc13,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,56.0,2,2150000000.0,bds,38392857.14285714
6651,fortuna-vuon-lai,duong-vuon-lai,phuong-phu-tho-hoa,quan-tan-phu,thanh-pho-ho-chi-minh,195548,184080,180175,75.0,2,2300000000.0,bds,30666666.666666668
6656,thong-nhat-complex,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,124.0,3,5900000000.0,bds,47580645.161290325
6657,da-nang-plaza,duong-nguyen-du,phuong-thach-thang,quan-hai-chau,thanh-pho-da-nang,357466,277893,277892,286.0,4,9500000000.0,bds,33216783.216783218
6658,goldseason,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,80.0,3,4400000000.0,bds,55000000.0
6660,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,82.0,3,3300000000.0,bds,40243902.43902439
6661,palm-heights,duong-song-hanh,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,105.0,3,6500000000.0,bds,61904761.9047619
6662,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,106.0,3,6700000000.0,bds,63207547.16981132
6663,dic-phoenix,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,73.0,2,2300000000.0,bds,31506849.315068495
6665,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,73.0,2,4350000000.0,bds,59589041.09589041
6667,chung-cu-ban-co-yeu-chinh-phu,nan,phuong-thanh-xuan-bac,quan-thanh-xuan,thanh-pho-ha-noi,195362,150965,148873,124.0,3,5800000000.0,bds,46774193.548387095
6668,summer-square,duong-tan-hoa-dong,phuong-14,quan-6,thanh-pho-ho-chi-minh,195649,182066,180175,63.0,2,2100000000.0,bds,33333333.333333332
6716,fusion-suites-da-nang-beach,duong-vo-nguyen-giap,phuong-man-thai,quan-son-tra,thanh-pho-da-nang,357479,277906,277892,62.0,1,3000000000.0,bds,48387096.77419355
6847,sunrise-city,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,90.0,2,4000000000.0,bds,44444444.44444445
6851,chung-cu-the-nine,duong-pham-van-dong,phuong-mai-dich,quan-cau-giay,thanh-pho-ha-noi,195293,149252,148873,87.0,2,5160000000.0,bds,59310344.827586204
7103,flora-novia,duong-pham-van-dong,phuong-linh-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772592,772629,180175,57.0,2,2200000000.0,bds,38596491.22807018
7104,flora-novia,duong-pham-van-dong,phuong-linh-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772592,772629,180175,57.0,2,2150000000.0,bds,37719298.24561404
7106,summer-square,duong-tan-hoa-dong,phuong-14,quan-6,thanh-pho-ho-chi-minh,195649,182066,180175,63.0,2,2400000000.0,bds,38095238.0952381
7109,the-golden-palm-le-van-luong,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,135.0,3,5490000000.0,bds,40666666.666666664
7111,le-grand-jardin-sai-dong,duong-huynh-van-nghe,phuong-sai-dong,quan-long-bien,thanh-pho-ha-noi,195286,150530,148873,116.0,3,4600000000.0,bds,39655172.4137931
7112,brg-diamond-residence,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,106.0,3,5900000000.0,bds,55660377.358490564
7119,chung-cu-sails-tower,duong-cau-buou,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,47.0,2,1530000000.0,bds,32553191.489361703
7122,hud3-nguyen-duc-canh,duong-nguyen-duc-canh,phuong-tuong-mai,quan-hoang-mai,thanh-pho-ha-noi,195344,150379,148873,72.6,2,3300000000.0,bds,45454545.45454546
7123,geleximco-southern-star,duong-giai-phong,phuong-giap-bat,quan-hoang-mai,thanh-pho-ha-noi,195348,150379,148873,62.0,2,3200000000.0,bds,51612903.22580645
7124,city-gate-towers,duong-vo-van-kiet,phuong-16,quan-8,thanh-pho-ho-chi-minh,195677,182526,180175,72.0,2,1620000000.0,bds,22500000.0
7126,richmond-city,pho-nguyen-xi,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,86.0,3,4500000000.0,bds,52325581.39534884
7129,richmond-city,pho-nguyen-xi,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,68.0,2,3600000000.0,bds,52941176.47058824
7132,q7-saigon-riverside,duong-dao-tri,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,86.0,3,3400000000.0,bds,39534883.72093023
7136,opal-skyline,duong-nguyen-van-tiet,phuong-lai-thieu,thanh-pho-thuan-an,tinh-binh-duong,359425,345945,345944,65.0,2,1550000000.0,bds,23846153.846153848
7137,q7-saigon-riverside,duong-dao-tri,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,53.0,1,2000000000.0,bds,37735849.056603774
7138,sky-garden-i,duong-pham-van-nghi,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,88.0,3,3360000000.0,bds,38181818.18181818
7141,carillon-7,duong-luong-minh-nguyet,phuong-tan-thoi-hoa,quan-tan-phu,thanh-pho-ho-chi-minh,195553,184080,180175,71.0,2,3050000000.0,bds,42957746.47887324
7143,fiato-premier,duong-to-ngoc-van,phuong-tam-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772599,772629,180175,80.0,2,4100000000.0,bds,51250000.0
7145,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,50.0,1,1650000000.0,bds,33000000.0
7146,diamond-riverside,duong-vo-van-kiet,phuong-16,quan-8,thanh-pho-ho-chi-minh,195677,182526,180175,73.0,2,2350000000.0,bds,32191780.82191781
7148,rose-town,duong-ngoc-hoi,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,65.0,2,2600000000.0,bds,40000000.0
7149,safira-khang-dien,duong-vo-chi-cong,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,68.0,2,2800000000.0,bds,41176470.5882353
7150,fiato-premier,duong-to-ngoc-van,phuong-tam-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772599,772629,180175,80.0,2,4150000000.000001,bds,51875000.000000015
7151,an-phu-apartment,duong-hau-giang,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,51.0,2,1900000000.0,bds,37254901.960784316
7154,vinhomes-golden-river-ba-son,pho-ton-duc-thang,phuong-ben-nghe,quan-1,thanh-pho-ho-chi-minh,195448,180176,180175,78.5,2,8500000000.0,bds,108280254.77707006
7156,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,50.0,2,1300000000.0,bds,26000000.0
7158,richmond-city,pho-nguyen-xi,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,67.0,2,3690000000.0,bds,55074626.86567164
7162,green-town-binh-tan,nan,phuong-binh-hung-hoa-b,quan-binh-tan,thanh-pho-ho-chi-minh,195681,184894,180175,64.0,2,2100000000.0,bds,32812500.0
7163,the-morning-star-plaza,duong-quoc-lo-13,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,90.0,2,2900000000.0,bds,32222222.222222224
7164,le-grand-jardin-sai-dong,duong-huynh-van-nghe,phuong-sai-dong,quan-long-bien,thanh-pho-ha-noi,195286,150530,148873,110.0,3,3650000000.0,bds,33181818.181818184
7179,sky-park-residence,duong-ton-that-thuyet,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,129.0,3,8400000000.0,bds,65116279.069767445
7182,hh2-bac-ha,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,102.0,-1,3400000000.0,bds,33333333.333333332
7199,opal-riverside,nan,phuong-hiep-binh-chanh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772588,772629,180175,98.0,3,3900000000.0,bds,39795918.36734694
7204,kikyo-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,55.0,1,2000000000.0,bds,36363636.36363637
7232,green-town-binh-tan,nan,phuong-binh-hung-hoa-b,quan-binh-tan,thanh-pho-ho-chi-minh,195681,184894,180175,63.0,2,1820000000.0,bds,28888888.888888888
7262,petrovietnam-landmark,duong-tinh-lo-25b,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,101.0,2,3650000000.0,bds,36138613.861386135
7263,zenity,duong-vo-van-kiet,phuong-cau-kho,quan-1,thanh-pho-ho-chi-minh,195455,180176,180175,116.0,4,7600000000.0,bds,65517241.37931035
7264,the-monarchy,duong-an-trung-2,phuong-an-hai-tay,quan-son-tra,thanh-pho-da-nang,357482,277906,277892,45.0,1,1900000000.0,bds,42222222.222222224
7273,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,108.0,3,11800000000.0,bds,109259259.25925925
7278,happy-one-central,duong-30-4-1,phuong-phu-hoa,thanh-pho-thu-dau-mot,tinh-binh-duong,359356,346308,345944,49.0,1,1520000000.0,bds,31020408.163265307
7281,masteri-west-heights,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,30.0,1,1990000000.0,bds,66333333.333333336
