TINH|REF_TINH_CODE|REF_HUYEN_CODE|HUYEN|REF_XA_CODE|XA
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151151|Xã Phú Phương
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151153|Xã Phú Sơn
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151157|Xã Tản Hồng
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151159|Xã Tản Lĩnh
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151161|Xã Thái Hòa
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151163|Xã Thuần Mỹ
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151167|Xã Tiên Phong
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151169|Xã Tòng Bạt
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151173|Xã Vạn Thắng
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151175|Xã Vật Lại
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151177|Xã Yên Bài
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151180|Thị trấn Xuân Mai
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151241|Xã Thủy Xuân Tiên
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151245|Xã Trường Yên
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151247|Xã Đông Phương Yên
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151249|Xã Phú Nghĩa
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151251|Xã Ngọc Hòa
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151253|Xã Tiên Phương
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151255|Xã Tân Tiến
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151259|Xã Lam Điền
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151261|Xã Hữu Văn
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151263|Xã Tốt Động
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151267|Xã Đồng Phú
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151269|Xã Hồng Phong
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151271|Xã Quảng Bị
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151273|Xã Hợp Đồng
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151277|Xã Phú Nam An
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151279|Xã Trung Hòa
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151281|Xã Thanh Bình
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151283|Xã Hoàng Văn Thụ
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151285|Xã Đồng Lạc
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151289|Xã Mỹ Lương
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151291|Xã Thượng Vực
Thành phố Hà Nội|148873|151179|Huyện Chương Mỹ|151293|Xã Hoàng Diệu
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151298|Thị trấn Phùng
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151331|Xã Đan Phượng
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151335|Xã Hạ Mỗ
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151339|Xã Liên Hà
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151341|Xã Liên Hồng
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151343|Xã Phương Đình
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151347|Xã Tân Hội
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151349|Xã Thọ An
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151351|Xã Thọ Xuân
Thành phố Hà Nội|148873|151297|Huyện Đan Phượng|151353|Xã Thượng Mỗ
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151434|Xã Nguyên Khê
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151436|Xã Uy Nỗ
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151438|Xã Hải Bối
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151440|Xã Tiên Dương
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151442|Xã Cổ Loa
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151444|Xã Xuân Canh
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151448|Xã Mai Lâm
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151454|Xã Nam Hồng
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151458|Xã Bắc Hồng
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151460|Xã Vân Nội
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151462|Xã Xuân Nộn
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151464|Xã Việt Hùng
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151466|Xã Kim Nỗ
Tỉnh Long An|166080|168289|Huyện Tân Thạnh|168407|Thị trấn Tân Thạnh
Tỉnh Long An|166080|168289|Huyện Tân Thạnh|168428|Xã Tân Ninh
Tỉnh Long An|166080|168491|Huyện Tân Trụ|168575|Xã Đức Tân
Tỉnh Long An|166080|168491|Huyện Tân Trụ|168577|Xã Bình Tịnh
Tỉnh Long An|166080|168622|Huyện Thạnh Hóa|168684|Thị trấn Thạnh Hóa
Tỉnh Long An|166080|168622|Huyện Thạnh Hóa|168739|Xã Tân Hiệp
Tỉnh Long An|166080|168622|Huyện Thạnh Hóa|168766|Xã Tân Tây
Tỉnh Long An|166080|168775|Huyện Thủ Thừa|168836|Thị trấn Thủ Thừa
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195238|Phường Phúc Xá
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195239|Phường Trúc Bạch
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195240|Phường Vĩnh Phúc
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195241|Phường Cống Vị
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195242|Phường Liễu Giai
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195244|Phường Quán Thánh
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195245|Phường Ngọc Hà
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195246|Phường Điện Biên
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195247|Phường Đội Cấn
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195248|Phường Ngọc Khánh
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195249|Phường Kim Mã
Thành phố Hà Nội|148873|148874|Quận Ba Đình|195250|Phường Giảng Võ
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195252|Phường Phúc Tân
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195253|Phường Đồng Xuân
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195254|Phường Hàng Mã
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195255|Phường Hàng Buồm
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195256|Phường Hàng Đào
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195257|Phường Hàng Bồ
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195259|Phường Lý Thái Tổ
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195261|Phường Hàng Gai
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195262|Phường Hàng Trống
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195263|Phường Cửa Nam
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195265|Phường Tràng Tiền
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195266|Phường Trần Hưng Đạo
Thành phố Hà Nội|148873|150021|Quận Hoàn Kiếm|195268|Phường Hàng Bài
Thành phố Hà Nội|148873|150889|Quận Tây Hồ|195269|Phường Phú Thượng
Thành phố Hà Nội|148873|150889|Quận Tây Hồ|195270|Phường Nhật Tân
Thành phố Hà Nội|148873|150889|Quận Tây Hồ|195272|Phường Quảng An
Thành phố Hà Nội|148873|150889|Quận Tây Hồ|195274|Phường Yên Phụ
Thành phố Hà Nội|148873|150889|Quận Tây Hồ|195275|Phường Bưởi
Thành phố Hà Nội|148873|150530|Quận Long Biên|195278|Phường Ngọc Thụy
Thành phố Hà Nội|148873|150530|Quận Long Biên|195280|Phường Đức Giang
Thành phố Hà Nội|148873|150530|Quận Long Biên|195281|Phường Việt Hưng
Thành phố Hà Nội|148873|150530|Quận Long Biên|195282|Phường Gia Thụy
Thành phố Hà Nội|148873|150530|Quận Long Biên|195283|Phường Ngọc Lâm
Thành phố Hà Nội|148873|150530|Quận Long Biên|195284|Phường Phúc Lợi
Thành phố Hà Nội|148873|150530|Quận Long Biên|195286|Phường Sài Đồng
Thành phố Hà Nội|148873|150530|Quận Long Biên|195287|Phường Long Biên
Thành phố Hà Nội|148873|150530|Quận Long Biên|195288|Phường Thạch Bàn
Thành phố Hà Nội|148873|150530|Quận Long Biên|195289|Phường Phúc Đồng
Thành phố Hà Nội|148873|150530|Quận Long Biên|195290|Phường Cự Khối
Thành phố Hà Nội|148873|149252|Quận Cầu Giấy|195292|Phường Nghĩa Tân
Thành phố Hà Nội|148873|149252|Quận Cầu Giấy|195293|Phường Mai Dịch
Thành phố Hà Nội|148873|149252|Quận Cầu Giấy|195294|Phường Dịch Vọng
Thành phố Hà Nội|148873|149252|Quận Cầu Giấy|195295|Phường Dịch Vọng Hậu
Thành phố Hà Nội|148873|149252|Quận Cầu Giấy|195296|Phường Quan Hoa
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195299|Phường Cát Linh
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195301|Phường Quốc Tử Giám
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195302|Phường Láng Thượng
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195305|Phường Hàng Bột
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195306|Phường Láng Hạ
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195307|Phường Khâm Thiên
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195308|Phường Thổ Quan
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195309|Phường Nam Đồng
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195310|Phường Trung Phụng
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195312|Phường Trung Liệt
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195313|Phường Phương Liên
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195314|Phường Thịnh Quang
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195315|Phường Trung Tự
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195316|Phường Kim Liên
Thành phố Hà Nội|148873|149387|Quận Đống Đa|195318|Phường Ngã Tư Sở
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195320|Phường Nguyễn Du
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195321|Phường Bạch Đằng
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195322|Phường Phạm Đình Hổ
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195323|Phường Bùi Thị Xuân
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195325|Phường Lê Đại Hành
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195327|Phường Phố Huế
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195328|Phường Đống Mác
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195329|Phường Thanh Lương
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195330|Phường Thanh Nhàn
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195331|Phường Cầu Dền
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195334|Phường Vĩnh Tuy
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195335|Phường Bạch Mai
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195336|Phường Quỳnh Mai
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195337|Phường Quỳnh Lôi
Thành phố Hà Nội|148873|149556|Quận Hai Bà Trưng|195339|Phường Trương Định
Thành phố Hà Nội|148873|150379|Quận Hoàng Mai|195340|Phường Thanh Trì
Thành phố Hà Nội|148873|150379|Quận Hoàng Mai|195343|Phường Mai Động
Thành phố Hà Nội|148873|150379|Quận Hoàng Mai|195345|Phường Đại Kim
Thành phố Hà Nội|148873|150379|Quận Hoàng Mai|195346|Phường Tân Mai
Thành phố Hà Nội|148873|150379|Quận Hoàng Mai|195347|Phường Hoàng Văn Thụ
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151470|Xã Tầm Xá
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151474|Xã Đại Mạch
Thành phố Hà Nội|148873|151363|Huyện Đông Anh|151478|Xã Thụy Lâm
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151490|Thị trấn Trâu Quỳ
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151552|Xã Yên Viên
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151554|Xã Ninh Hiệp
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151556|Xã Dương Xá
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151558|Xã Phú Thị
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151560|Xã Yên Thường
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151562|Xã Đình Xuyên
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151566|Xã Kiêu Kỵ
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151568|Xã Đa Tốn
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151570|Xã Đặng Xá
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151572|Xã Bát Tràng
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151574|Xã Phù Đổng
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151576|Xã Trung Mầu
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151578|Xã Dương Quang
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151580|Xã Kim Sơn
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151584|Xã Kim Lan
Thành phố Hà Nội|148873|151480|Huyện Gia Lâm|151586|Xã Văn Đức
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151599|Thị trấn Trạm Trôi
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151622|Xã Đông La
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151645|Xã An Thượng
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151649|Xã Dương Liễu
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151651|Xã Đắc Sở
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151653|Xã Đức Giang
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151655|Xã Đức Thượng
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151657|Xã Lại Yên
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151659|Xã Minh Khai
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151663|Xã Song Phương
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151667|Xã Vân Côn
Thành phố Hà Nội|148873|151598|Huyện Hoài Đức|151669|Xã Yên Sở
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151687|Thị trấn Chi Đông
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151694|Thị trấn Quang Minh
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151749|Xã Mê Linh
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151751|Xã Đại Thịnh
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151753|Xã Thạch Đà
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151755|Xã Thanh Lâm
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151759|Xã Kim Hoa
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151761|Xã Tráng Việt
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151763|Xã Tiến Thịnh
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151769|Xã Tự Lập
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151771|Xã Liên Mạc
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151775|Xã Chu Phan
Thành phố Hà Nội|148873|151684|Huyện Mê Linh|151777|Xã Vạn Yên
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151838|Xã Đồng Tâm
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151840|Xã Thượng Lâm
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151844|Xã Tuy Lai
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151846|Xã Xuy Xá
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151848|Xã An Tiến
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151852|Xã An Phú
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151854|Xã Hùng Tiến
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151856|Xã Vạn Kim
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151858|Xã Đốc Tín
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151864|Xã Phúc Lâm
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151866|Xã An Mỹ
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151868|Xã Lê Thanh
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151870|Xã Phù Lưu Tế
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151874|Xã Hợp Tiến
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151876|Xã Đại Hưng
Thành phố Hà Nội|148873|151795|Huyện Mỹ Đức|151878|Xã Hương Sơn
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151881|Thị trấn Phú Xuyên
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151895|Thị trấn Phú Minh
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151948|Xã Phúc Tiến
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151950|Xã Văn Nhân
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151952|Xã Châu Can
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151954|Xã Sơn Hà
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151956|Xã Phú Yên
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151958|Xã Đại Xuyên
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151964|Xã Đại Thắng
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151966|Xã Nam Phong
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151968|Xã Nam Triều
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151972|Xã Chuyên Mỹ
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151974|Xã Khai Thái
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151976|Xã Vân Từ
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151978|Xã Tri Trung
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151982|Xã Tri Thủy
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151984|Xã Hồng Thái
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151986|Xã Bạch Hạ
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151988|Xã Minh Tân
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151990|Xã Quang Lãng
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151992|Xã Văn Hoàng
Thành phố Hà Nội|148873|151880|Huyện Phú Xuyên|151996|Xã Tân Dân
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|151999|Thị trấn Gạch
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152036|Xã Cẩm Đình
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152038|Xã Hát Môn
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152040|Xã Hiệp Thuận
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152042|Xã Liên Hiệp
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152044|Xã Long Xuyên
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152048|Xã Phúc Hòa
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152050|Xã Phụng Thượng
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152052|Xã Phương Độ
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152054|Xã Sen Chiểu
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152056|Xã Tam Hiệp
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152058|Xã Tam Thuấn
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152062|Xã Thọ Lộc
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152064|Xã Thượng Cốc
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152068|Xã Trạch Mỹ Lộc
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152072|Xã Vân Nam
Thành phố Hà Nội|148873|151998|Huyện Phúc Thọ|152074|Xã Vân Phúc
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152081|Thị trấn Quốc Oai
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152137|Xã Sài Sơn
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152139|Xã Phượng Cách
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152141|Xã Yên Sơn
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152145|Xã Thạch Thán
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152147|Xã Ngọc Mỹ
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152151|Xã Cấn Hữu
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152153|Xã Nghĩa Hương
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152157|Xã Tuyết Nghĩa
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152159|Xã Cộng Hòa
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152161|Xã Tân Phú
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152163|Xã Đại Thành
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152165|Xã Tân Hòa
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152171|Xã Phú Cát (TD)
Thành phố Hà Nội|148873|152080|Huyện Quốc Oai|152173|Xã Phú Mãn (MN)
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137764|Phường Mỹ Long
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137863|Phường Đông Xuyên
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137866|Phường Mỹ Phước
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137872|Phường Mỹ Hòa
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137927|Phường Bình Khánh
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|137930|Phường Mỹ Quý 
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138071|Phường Mỹ Thới
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138087|Phường Mỹ Thạnh
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138098|Phường Bình Đức
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138104|Phường Mỹ Bình 
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138731|Xã Mỹ Khánh
Tỉnh An Giang|137762|137763|Thành phố Long Xuyên|138863|Xã Mỹ Hòa Hưng
Tỉnh An Giang|137762|138891|Thành phố Châu Đốc|139094|Xã Vĩnh Tế
Tỉnh An Giang|137762|139119|Thị xã Tân Châu|139120|Phường Long Thạnh
Tỉnh An Giang|137762|139119|Thị xã Tân Châu|139249|Phường Long Châu
Tỉnh An Giang|137762|139119|Thị xã Tân Châu|139263|Phường Long Phú
Tỉnh An Giang|137762|139119|Thị xã Tân Châu|139284|Phường Long Sơn
Tỉnh An Giang|137762|139299|Huyện An Phú|139343|Thị trấn Long Bình
Tỉnh An Giang|137762|139371|Huyện Châu Phú|139372|Thị trấn Cái Dầu
Tỉnh An Giang|137762|139487|Huyện Châu Thành|139488|Thị trấn An Châu
Tỉnh An Giang|137762|139547|Huyện Chợ Mới|139548|Thị trấn Chợ Mới
Tỉnh An Giang|137762|139547|Huyện Chợ Mới|139610|Thị trấn Mỹ Luông
Tỉnh An Giang|137762|139665|Huyện Phú Tân|139720|Thị trấn Chợ Vàm
Tỉnh An Giang|137762|139737|Huyện Thoại Sơn|139738|Thị trấn Phú Hòa
Tỉnh An Giang|137762|139737|Huyện Thoại Sơn|139792|Thị trấn Óc Eo
Tỉnh An Giang|137762|139737|Huyện Thoại Sơn|139846|Thị trấn Núi Sập
Tỉnh An Giang|137762|139976|Huyện Tịnh Biên|139977|Thị trấn Nhà Bàng
Tỉnh An Giang|137762|139976|Huyện Tịnh Biên|140077|Thị trấn Tịnh Biên
Tỉnh An Giang|137762|140151|Huyện Tri Tôn|140152|Thị trấn Tri Tôn
Tỉnh An Giang|137762|140151|Huyện Tri Tôn|140223|Thị trấn Ba Chúc
Tỉnh Bắc Ninh|142203|142923|Thị xã Từ Sơn|142924|Phường Đông Ngàn
Tỉnh Bắc Ninh|142203|142923|Thị xã Từ Sơn|142973|Phường Đình Bảng
Tỉnh Bắc Ninh|142203|142923|Thị xã Từ Sơn|143108|Phường Đồng Kỵ
Tỉnh Bắc Ninh|142203|142923|Thị xã Từ Sơn|143123|Phường Châu Khê
Tỉnh Bắc Ninh|142203|142923|Thị xã Từ Sơn|143144|Phường Tân Hồng
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150879|Phường Viên Sơn
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150881|Phường Trung Hưng
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150883|Xã Đường Lâm
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150884|Xã Thanh Mỹ
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150885|Xã Xuân Sơn
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150887|Xã Cổ Đông
Thành phố Hà Nội|148873|150784|Thị xã Sơn Tây|150888|Xã Kim Sơn
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151119|Xã Ba Trại
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151121|Xã Ba Vì
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151123|Xã Cẩm Lĩnh
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151125|Xã Cam Thượng
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151127|Xã Châu Sơn
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151133|Xã Đông Quang
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151135|Xã Đồng Thái
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151137|Xã Khánh Thượng
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151139|Xã Minh Châu
Thành phố Hà Nội|148873|151065|Huyện Ba Vì|151143|Xã Phong Vân
